dataset,video_id,question_id,type,subtype,question,templ_values,answer,multiple choice,Number of answer alternatives
train,58,2210,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,51,1948,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,29,1185,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,163,6403,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,299,11481,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,284,10858,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,1,73,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,251,9569,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,206,7982,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,4,192,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,86,3283,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,181,7037,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,259,9949,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,196,7641,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,128,5071,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,261,10039,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,160,6300,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,12,517,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,236,8933,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,140,5514,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""saxophone"", ""drums""]",no,yes/no,2
train,64,2435,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""drums""]",no,yes/no,2
train,120,4777,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""cello"", ""saxophone""]",no,yes/no,2
train,24,976,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""dundun"", ""djembe""]",no,yes/no,2
train,124,4922,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""tuba""]",no,yes/no,2
train,29,1186,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""saxophone"", ""guitar""]",no,yes/no,2
train,5,232,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""drums"", ""trumpet""]",no,yes/no,2
train,86,3284,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""outi"", ""clarinet""]",no,yes/no,2
train,115,4551,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,171,6614,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""dundun"", ""djembe""]",no,yes/no,2
train,121,4815,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""tambourine"", ""bass""]",no,yes/no,2
train,62,2358,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""tuba"", ""trombone""]",no,yes/no,2
train,102,4009,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""djembe"", ""dancer""]",no,yes/no,2
train,48,1822,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""djembe"", ""dundun""]",no,yes/no,2
train,130,5160,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""dancer""]",no,yes/no,2
train,114,4512,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""drums"", ""voice""]",no,yes/no,2
train,141,5549,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""saxophone"", ""drums""]",no,yes/no,2
train,25,1024,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""dundun"", ""djembe""]",no,yes/no,2
train,151,5950,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""steps""]",no,yes/no,2
train,75,2841,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""saron"", ""kendang""]",no,yes/no,2
train,222,8420,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""voice""]",no,yes/no,2
train,170,6566,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""dundun"", ""djembe""]",no,yes/no,2
train,104,4108,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""tsabouna"", ""drum""]",no,yes/no,2
train,39,1522,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""fiddle"", ""banjo""]",no,yes/no,2
train,149,5879,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""fiddle"", ""steps""]",no,yes/no,2
train,116,4599,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""trumpet"", ""voice""]",no,yes/no,2
train,103,4055,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""dundun"", ""djembe""]",no,yes/no,2
train,18,742,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""tambourine""]",no,yes/no,2
train,23,926,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""djembe"", ""djembe""]",no,yes/no,2
train,211,8166,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""djembe"", ""dundun""]",no,yes/no,2
train,63,2399,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""tuba"", ""trombone""]",no,yes/no,2
train,139,5478,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""saxophone"", ""drums""]",no,yes/no,2
train,22,885,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""dundun"", ""djembe""]",no,yes/no,2
train,185,7194,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""accordion"", ""violin""]",yes,yes/no,2
train,221,8379,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,101,3965,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""qanun""]",yes,yes/no,2
train,261,10040,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""accordion"", ""voice""]",yes,yes/no,2
train,247,9387,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,293,11255,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""voice""]",yes,yes/no,2
train,194,7567,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""dancer"", ""drum""]",yes,yes/no,2
train,94,3638,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""accordion"", ""violin""]",yes,yes/no,2
train,262,10092,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,8,371,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""drums""]",yes,yes/no,2
train,259,9950,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,224,8503,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,98,3816,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""trombone""]",yes,yes/no,2
train,253,9664,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,249,9478,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""voice""]",yes,yes/no,2
train,105,4156,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""voice"", ""violin""]",yes,yes/no,2
train,31,1251,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""saxophone"", ""piano""]",yes,yes/no,2
train,110,4358,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""voice""]",yes,yes/no,2
train,178,6916,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,85,3246,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""drums"", ""double bass""]",yes,yes/no,2
train,288,11029,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,282,10782,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""double bass"", ""voice""]",yes,yes/no,2
train,255,9753,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,93,3597,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""accordion"", ""fiddle""]",yes,yes/no,2
train,305,11700,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,5,229,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""bass"", ""drums""]",yes,yes/no,2
train,119,4731,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""piano""]",yes,yes/no,2
train,148,5836,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""fiddle"", ""steps""]",yes,yes/no,2
train,257,9846,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,172,6661,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""drum""]",yes,yes/no,2
train,267,10237,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""voice""]",yes,yes/no,2
train,175,6796,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""laouto"", ""violin""]",yes,yes/no,2
train,242,9163,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""drum"", ""voice""]",yes,yes/no,2
train,245,9297,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,117,4648,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""shaker""]",yes,yes/no,2
train,206,7983,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""banjo"", ""voice""]",yes,yes/no,2
train,243,9207,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,0,42,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""bass"", ""guitar""]",yes,yes/no,2
train,191,7434,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""trumpet"", ""drums""]",yes,yes/no,2
train,238,9013,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,87,3325,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""outi"", ""accordion""]",yes,yes/no,2
train,204,7914,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""drums""]",yes,yes/no,2
train,4,193,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""bass"", ""drums""]",yes,yes/no,2
train,99,3866,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""voice"", ""double bass""]",yes,yes/no,2
train,89,3417,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""uillean pipe"", ""fiddle""]",yes,yes/no,2
train,176,6837,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""laouto"", ""violin""]",yes,yes/no,2
train,212,8204,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""voice"", ""synthesizer""]",yes,yes/no,2
train,244,9254,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,189,7344,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""flute"", ""trombone""]",yes,yes/no,2
train,46,1737,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""cello""]",yes,yes/no,2
train,190,7388,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""double bass"", ""chimes""]",yes,yes/no,2
train,92,3557,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""qanun"", ""outi""]",yes,yes/no,2
train,248,9429,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,256,9798,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,30,1219,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""saxophone"", ""drums""]",yes,yes/no,2
train,187,7265,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,153,6030,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""accordion"", ""piano""]",yes,yes/no,2
train,9,417,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""guitar"", ""drums""]",yes,yes/no,2
train,304,11650,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""drum"", ""voice""]",yes,yes/no,2
train,291,11161,Audio,Comparative,Does <Object> play the same rhythm with <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
